Trinity_ID	178	359	463	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN310_c0_g1_i14	5	9	0	1	sp	O15162	PLS1_HUMAN	60.1	228	90	1	566	1246	85	312	1e-83	312.4	PLS1_HUMAN	reviewed	Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (MmTRA1b)	PLSCR1	Homo sapiens (Human)	318	acute-phase response [GO:0006953]; apoptotic process [GO:0006915]; defense response to virus [GO:0051607]; negative regulation of viral genome replication [GO:0045071]; phosphatidylserine biosynthetic process [GO:0006659]; plasma membrane phospholipid scrambling [GO:0017121]; platelet activation [GO:0030168]; positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity [GO:2000373]; positive regulation of gene expression [GO:0010628]; positive regulation of innate immune response [GO:0045089]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of Fc receptor mediated stimulatory signaling pathway [GO:0060368]; regulation of mast cell activation [GO:0033003]; response to interferon-beta [GO:0035456]	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]	collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; CD4 receptor binding [GO:0042609]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; enzyme binding [GO:0019899]; epidermal growth factor receptor binding [GO:0005154]; phospholipid scramblase activity [GO:0017128]; SH3 domain binding [GO:0017124]; acute-phase response [GO:0006953]; apoptotic process [GO:0006915]; defense response to virus [GO:0051607]; negative regulation of viral genome replication [GO:0045071]; phosphatidylserine biosynthetic process [GO:0006659]; plasma membrane phospholipid scrambling [GO:0017121]; platelet activation [GO:0030168]; positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity [GO:2000373]; positive regulation of gene expression [GO:0010628]; positive regulation of innate immune response [GO:0045089]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of Fc receptor mediated stimulatory signaling pathway [GO:0060368]; regulation of mast cell activation [GO:0033003]; response to interferon-beta [GO:0035456]	calcium ion binding [GO:0005509]; CD4 receptor binding [GO:0042609]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; enzyme binding [GO:0019899]; epidermal growth factor receptor binding [GO:0005154]; phospholipid scramblase activity [GO:0017128]; SH3 domain binding [GO:0017124]	GO:0001228; GO:0003677; GO:0005154; GO:0005509; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0005887; GO:0006659; GO:0006915; GO:0006953; GO:0010628; GO:0016020; GO:0017121; GO:0017124; GO:0017128; GO:0019899; GO:0030168; GO:0033003; GO:0035456; GO:0042609; GO:0045071; GO:0045089; GO:0045121; GO:0045944; GO:0048471; GO:0051607; GO:0060368; GO:0062023; GO:0070062; GO:2000373
TRINITY_DN9426_c0_g1_i20	0	293	2	1	sp	Q5PQL3	SPP2B_RAT	39.1	486	273	8	204	1637	22	492	1.7e-75	285.4	SPP2B_RAT	reviewed	Signal peptide peptidase-like 2B (SPP-like 2B) (SPPL2b) (EC 3.4.23.-)	Sppl2b	Rattus norvegicus (Rat)	577	membrane protein ectodomain proteolysis [GO:0006509]; membrane protein intracellular domain proteolysis [GO:0031293]; membrane protein proteolysis [GO:0033619]; regulation of immune response [GO:0050776]	actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; endosome membrane [GO:0010008]; Golgi-associated vesicle membrane [GO:0030660]; Golgi membrane [GO:0000139]; integral component of cytoplasmic side of endoplasmic reticulum membrane [GO:0071458]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]	actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; endosome membrane [GO:0010008]; Golgi membrane [GO:0000139]; Golgi-associated vesicle membrane [GO:0030660]; integral component of cytoplasmic side of endoplasmic reticulum membrane [GO:0071458]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]; protein homodimerization activity [GO:0042803]; membrane protein ectodomain proteolysis [GO:0006509]; membrane protein intracellular domain proteolysis [GO:0031293]; membrane protein proteolysis [GO:0033619]; regulation of immune response [GO:0050776]	aspartic endopeptidase activity, intramembrane cleaving [GO:0042500]; protein homodimerization activity [GO:0042803]	GO:0000139; GO:0005654; GO:0005765; GO:0005813; GO:0005886; GO:0006509; GO:0010008; GO:0015629; GO:0016020; GO:0030660; GO:0031293; GO:0033619; GO:0042500; GO:0042803; GO:0050776; GO:0071458; GO:0071556
TRINITY_DN1736_c0_g1_i6	16	29	5	1	sp	Q8TDY2	RBCC1_HUMAN	38	92	50	2	282	545	1504	1592	2.6e-09	66.2	RBCC1_HUMAN	reviewed	RB1-inducible coiled-coil protein 1 (FAK family kinase-interacting protein of 200 kDa) (FIP200)	RB1CC1 KIAA0203 RBICC	Homo sapiens (Human)	1594	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; autophagy of peroxisome [GO:0030242]; cell cycle [GO:0007049]; glycophagy [GO:0061723]; heart development [GO:0007507]; liver development [GO:0001889]; macroautophagy [GO:0016236]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; piecemeal microautophagy of the nucleus [GO:0034727]; positive regulation of cell size [GO:0045793]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein phosphorylation [GO:0001934]; regulation of macroautophagy [GO:0016241]; reticulophagy [GO:0061709]	Atg1/ULK1 kinase complex [GO:1990316]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extrinsic component of membrane [GO:0019898]; lysosome [GO:0005764]; nuclear membrane [GO:0031965]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]	Atg1/ULK1 kinase complex [GO:1990316]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extrinsic component of membrane [GO:0019898]; lysosome [GO:0005764]; nuclear membrane [GO:0031965]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]; molecular adaptor activity [GO:0060090]; protein kinase binding [GO:0019901]; autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; autophagy of mitochondrion [GO:0000422]; autophagy of peroxisome [GO:0030242]; cell cycle [GO:0007049]; glycophagy [GO:0061723]; heart development [GO:0007507]; liver development [GO:0001889]; macroautophagy [GO:0016236]; negative regulation of extrinsic apoptotic signaling pathway [GO:2001237]; piecemeal microautophagy of the nucleus [GO:0034727]; positive regulation of cell size [GO:0045793]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein phosphorylation [GO:0001934]; regulation of macroautophagy [GO:0016241]; reticulophagy [GO:0061709]	molecular adaptor activity [GO:0060090]; protein kinase binding [GO:0019901]	GO:0000045; GO:0000407; GO:0000422; GO:0001889; GO:0001934; GO:0005764; GO:0005789; GO:0005829; GO:0006914; GO:0007049; GO:0007507; GO:0016236; GO:0016241; GO:0019898; GO:0019901; GO:0030242; GO:0031965; GO:0034045; GO:0034727; GO:0045793; GO:0046330; GO:0060090; GO:0061709; GO:0061723; GO:1990316; GO:2001237
TRINITY_DN173_c0_g1_i2	0	86	0	1	sp	P31007	DLG1_DROME	60.9	778	238	12	155	2323	204	970	1.2e-251	872.1	DLG1_DROME	reviewed	Disks large 1 tumor suppressor protein	dlg1 l(1)dlg1 CG1725	Drosophila melanogaster (Fruit fly)	970	anterior/posterior axis specification, follicular epithelium [GO:0030714]; asymmetric protein localization involved in cell fate determination [GO:0045167]; basal protein localization [GO:0045175]; behavioral response to ethanol [GO:0048149]; cell-cell adhesion [GO:0098609]; cell fate commitment involved in pattern specification [GO:0060581]; cell fate specification [GO:0001708]; chemical synaptic transmission [GO:0007268]; dorsal closure [GO:0007391]; establishment of mitotic spindle orientation [GO:0000132]; establishment of spindle orientation [GO:0051294]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; gravitaxis [GO:0042332]; locomotor rhythm [GO:0045475]; male courtship behavior [GO:0008049]; mating behavior [GO:0007617]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of follicular epithelium [GO:0016333]; morphogenesis of larval imaginal disc epithelium [GO:0016335]; negative regulation of imaginal disc growth [GO:0045571]; nervous system development [GO:0007399]; ovarian follicle cell development [GO:0030707]; pole plasm protein localization [GO:0007318]; positive phototaxis [GO:0046956]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein localization [GO:0008104]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; septate junction assembly [GO:0019991]; signal transduction [GO:0007165]; synaptic growth at neuromuscular junction [GO:0051124]	apical cortex [GO:0045179]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; lateral plasma membrane [GO:0016328]; leading edge membrane [GO:0031256]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; septate junction [GO:0005918]; smooth septate junction [GO:0005920]; subsynaptic reticulum [GO:0071212]; synapse [GO:0045202]; terminal bouton [GO:0043195]; tricellular tight junction [GO:0061689]; type Ib terminal bouton [GO:0061176]; type I terminal bouton [GO:0061174]	apical cortex [GO:0045179]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; lateral plasma membrane [GO:0016328]; leading edge membrane [GO:0031256]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; septate junction [GO:0005918]; smooth septate junction [GO:0005920]; subsynaptic reticulum [GO:0071212]; synapse [GO:0045202]; terminal bouton [GO:0043195]; tricellular tight junction [GO:0061689]; type I terminal bouton [GO:0061174]; type Ib terminal bouton [GO:0061176]; guanylate kinase activity [GO:0004385]; anterior/posterior axis specification, follicular epithelium [GO:0030714]; asymmetric protein localization involved in cell fate determination [GO:0045167]; basal protein localization [GO:0045175]; behavioral response to ethanol [GO:0048149]; cell fate commitment involved in pattern specification [GO:0060581]; cell fate specification [GO:0001708]; cell-cell adhesion [GO:0098609]; chemical synaptic transmission [GO:0007268]; dorsal closure [GO:0007391]; establishment of mitotic spindle orientation [GO:0000132]; establishment of spindle orientation [GO:0051294]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; gravitaxis [GO:0042332]; locomotor rhythm [GO:0045475]; male courtship behavior [GO:0008049]; mating behavior [GO:0007617]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of follicular epithelium [GO:0016333]; morphogenesis of larval imaginal disc epithelium [GO:0016335]; negative regulation of imaginal disc growth [GO:0045571]; nervous system development [GO:0007399]; ovarian follicle cell development [GO:0030707]; pole plasm protein localization [GO:0007318]; positive phototaxis [GO:0046956]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein localization [GO:0008104]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; septate junction assembly [GO:0019991]; signal transduction [GO:0007165]; synaptic growth at neuromuscular junction [GO:0051124]	guanylate kinase activity [GO:0004385]	GO:0000132; GO:0001708; GO:0001738; GO:0004385; GO:0005856; GO:0005886; GO:0005918; GO:0005920; GO:0005938; GO:0007165; GO:0007268; GO:0007318; GO:0007391; GO:0007399; GO:0007617; GO:0008049; GO:0008104; GO:0016323; GO:0016327; GO:0016328; GO:0016333; GO:0016334; GO:0016335; GO:0016336; GO:0019991; GO:0030054; GO:0030707; GO:0030714; GO:0031256; GO:0031594; GO:0042058; GO:0042332; GO:0043005; GO:0043113; GO:0043195; GO:0045167; GO:0045175; GO:0045179; GO:0045197; GO:0045202; GO:0045211; GO:0045475; GO:0045571; GO:0045887; GO:0046956; GO:0048149; GO:0048471; GO:0051124; GO:0051294; GO:0060581; GO:0061174; GO:0061176; GO:0061689; GO:0071212; GO:0097120; GO:0098609; GO:0098839
TRINITY_DN101_c0_g1_i1	26	1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14760_c0_g1_i2	12	4	0	2	sp	Q28BT8	DUS3L_XENTR	41.6	563	250	12	268	1812	107	638	5.2e-112	406.8	DUS3L_XENTR	reviewed	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3-like)	dus3l TNeu105e03.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	639			flavin adenine dinucleotide binding [GO:0050660]; metal ion binding [GO:0046872]; tRNA dihydrouridine synthase activity [GO:0017150]	flavin adenine dinucleotide binding [GO:0050660]; metal ion binding [GO:0046872]; tRNA dihydrouridine synthase activity [GO:0017150]	GO:0017150; GO:0046872; GO:0050660
TRINITY_DN8487_c2_g2_i2	2	11	0	1	sp	A0A0R4IES7	K1109_DANRE	39	2396	1165	61	190	6921	2660	4910	0	1301.6	K1109_DANRE	reviewed	Transmembrane protein KIAA1109 homolog	si:ch211-233a24.2	Danio rerio (Zebrafish) (Brachydanio rerio)	4923	endocytic recycling [GO:0032456]; endosomal transport [GO:0016197]; phagocytosis [GO:0006909]; synaptic vesicle endocytosis [GO:0048488]	integral component of membrane [GO:0016021]; presynapse [GO:0098793]	integral component of membrane [GO:0016021]; presynapse [GO:0098793]; endocytic recycling [GO:0032456]; endosomal transport [GO:0016197]; phagocytosis [GO:0006909]; synaptic vesicle endocytosis [GO:0048488]		GO:0006909; GO:0016021; GO:0016197; GO:0032456; GO:0048488; GO:0098793
TRINITY_DN251_c0_g1_i20	13	7	0	2	sp	Q60J38	ANKHM_CAEBR	26.5	306	194	7	504	1367	1281	1573	7.9e-17	90.1	ANKHM_CAEBR	reviewed	Ankyrin repeat and KH domain-containing protein CBG24701	CBG24701	Caenorhabditis briggsae	2636		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; RNA binding [GO:0003723]	RNA binding [GO:0003723]	GO:0003723; GO:0005737
TRINITY_DN2160_c2_g2_i12	17	11	15	4	sp	P20042	IF2B_HUMAN	74	181	45	1	2373	2915	155	333	3.9e-74	282	IF2B_HUMAN	reviewed	Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta)	EIF2S2 EIF2B	Homo sapiens (Human)	333	formation of cytoplasmic translation initiation complex [GO:0001732]; formation of translation preinitiation complex [GO:0001731]; in utero embryonic development [GO:0001701]; male germ cell proliferation [GO:0002176]; male gonad development [GO:0008584]; translational initiation [GO:0006413]; transmembrane transport [GO:0055085]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation initiation factor 2 complex [GO:0005850]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation initiation factor 2 complex [GO:0005850]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]; formation of cytoplasmic translation initiation complex [GO:0001732]; formation of translation preinitiation complex [GO:0001731]; in utero embryonic development [GO:0001701]; male germ cell proliferation [GO:0002176]; male gonad development [GO:0008584]; translational initiation [GO:0006413]; transmembrane transport [GO:0055085]	metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]	GO:0001701; GO:0001731; GO:0001732; GO:0002176; GO:0003723; GO:0003729; GO:0003743; GO:0005737; GO:0005829; GO:0005850; GO:0006413; GO:0008135; GO:0008584; GO:0031369; GO:0046872; GO:0055085
TRINITY_DN6885_c0_g1_i3	0	1	0	1	sp	Q9VD92	ARCH_DROME	50.7	140	67	2	729	1142	17	156	8.2e-32	139.8	ARCH_DROME	reviewed	Protein archease-like	Archease CG6353	Drosophila melanogaster (Fruit fly)	156	positive regulation of axon regeneration [GO:0048680]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	tRNA-splicing ligase complex [GO:0072669]	tRNA-splicing ligase complex [GO:0072669]; metal ion binding [GO:0046872]; positive regulation of axon regeneration [GO:0048680]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]	metal ion binding [GO:0046872]	GO:0006388; GO:0046872; GO:0048680; GO:0072669
TRINITY_DN916_c1_g1_i9	34	31	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12414_c1_g1_i4	0	3	0	1	sp	Q5XHF8	VIP2_XENLA	26.6	920	543	31	132	2738	58	896	1.8e-73	279.3	VIP2_XENLA	reviewed	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.21) (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2)	ppip5k2 hisppd1 vip2	Xenopus laevis (African clawed frog)	1131	inositol metabolic process [GO:0006020]	cytosol [GO:0005829]	cytosol [GO:0005829]; 5-diphosphoinositol pentakisphosphate 3-kinase activity [GO:0102092]; ATP binding [GO:0005524]; diphosphoinositol-pentakisphosphate kinase activity [GO:0033857]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]; inositol metabolic process [GO:0006020]	5-diphosphoinositol pentakisphosphate 3-kinase activity [GO:0102092]; ATP binding [GO:0005524]; diphosphoinositol-pentakisphosphate kinase activity [GO:0033857]; inositol-1,3,4,5,6-pentakisphosphate kinase activity [GO:0000827]; inositol heptakisphosphate kinase activity [GO:0000829]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]	GO:0000827; GO:0000829; GO:0000832; GO:0005524; GO:0005829; GO:0006020; GO:0033857; GO:0052723; GO:0052724; GO:0102092
TRINITY_DN12697_c0_g2_i6	0	2	0	1	sp	Q9SZ67	WRK19_ARATH	33.7	175	78	7	1276	1755	108	259	5e-12	74.7	WRK19_ARATH	reviewed	Probable WRKY transcription factor 19 (WRKY DNA-binding protein 19)	WRKY19 At4g12020 F16J13.90	Arabidopsis thaliana (Mouse-ear cress)	1895	defense response [GO:0006952]	chloroplast envelope [GO:0009941]; nucleus [GO:0005634]	chloroplast envelope [GO:0009941]; nucleus [GO:0005634]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; DNA-binding transcription factor activity [GO:0003700]; protein serine/threonine kinase activity [GO:0004674]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; defense response [GO:0006952]	ADP binding [GO:0043531]; ATP binding [GO:0005524]; DNA-binding transcription factor activity [GO:0003700]; protein serine/threonine kinase activity [GO:0004674]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000976; GO:0003700; GO:0004674; GO:0005524; GO:0005634; GO:0006952; GO:0009941; GO:0043531; GO:0043565
