Trinity_ID	380822	380823	380824	380825	cluster	swissprot	uniprot_acc_ID	gene_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry.name	Status	Protein.names	Gene.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN7420_c1_g1_i5	2	0	172	106	1	sp	Q9UPN3	MACF1_HUMAN	28.8	1921	1181	41	518	5956	74	1915	2.1e-207	725.7	MACF1_HUMAN	reviewed	Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 (620 kDa actin-binding protein) (ABP620) (Actin cross-linking family protein 7) (Macrophin-1) (Trabeculin-alpha)	MACF1 ABP620 ACF7 KIAA0465 KIAA1251	Homo sapiens (Human)	7388	Golgi to plasma membrane protein transport [GO:0043001]; intermediate filament cytoskeleton organization [GO:0045104]; positive regulation of axon extension [GO:0045773]; positive regulation of Wnt signaling pathway [GO:0030177]; regulation of cell migration [GO:0030334]; regulation of epithelial cell migration [GO:0010632]; regulation of focal adhesion assembly [GO:0051893]; regulation of microtubule-based process [GO:0032886]; regulation of neuron projection arborization [GO:0150011]; Wnt signaling pathway [GO:0016055]; wound healing [GO:0042060]	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; microtubule [GO:0005874]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; microtubule [GO:0005874]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; ATPase activity [GO:0016887]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; microtubule minus-end binding [GO:0051011]; RNA binding [GO:0003723]; structural molecule activity [GO:0005198]; Golgi to plasma membrane protein transport [GO:0043001]; intermediate filament cytoskeleton organization [GO:0045104]; positive regulation of axon extension [GO:0045773]; positive regulation of Wnt signaling pathway [GO:0030177]; regulation of cell migration [GO:0030334]; regulation of epithelial cell migration [GO:0010632]; regulation of focal adhesion assembly [GO:0051893]; regulation of microtubule-based process [GO:0032886]; regulation of neuron projection arborization [GO:0150011]; Wnt signaling pathway [GO:0016055]; wound healing [GO:0042060]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; ATPase activity [GO:0016887]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; microtubule minus-end binding [GO:0051011]; RNA binding [GO:0003723]; structural molecule activity [GO:0005198]	GO:0003723; GO:0003779; GO:0005198; GO:0005509; GO:0005737; GO:0005794; GO:0005856; GO:0005874; GO:0005886; GO:0010632; GO:0015629; GO:0016020; GO:0016055; GO:0016887; GO:0030177; GO:0030334; GO:0032587; GO:0032886; GO:0042060; GO:0043001; GO:0045104; GO:0045296; GO:0045773; GO:0051011; GO:0051015; GO:0051893; GO:0150011
TRINITY_DN12397_c1_g1_i1	67	148	0	0	4	sp	O75914	PAK3_HUMAN	79.1	321	66	1	10	969	236	556	1.5e-144	516.2	PAK3_HUMAN	reviewed	Serine/threonine-protein kinase PAK 3 (EC 2.7.11.1) (Beta-PAK) (Oligophrenin-3) (p21-activated kinase 3) (PAK-3)	PAK3 OPHN3	Homo sapiens (Human)	559	activation of protein kinase activity [GO:0032147]; axonogenesis [GO:0007409]; cellular response to organic cyclic compound [GO:0071407]; dendrite development [GO:0016358]; dendritic spine morphogenesis [GO:0060997]; ephrin receptor signaling pathway [GO:0048013]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of DNA biosynthetic process [GO:2000573]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of neuron apoptotic process [GO:0043525]; regulation of actin filament polymerization [GO:0030833]; regulation of axonogenesis [GO:0050770]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress-activated protein kinase signaling cascade [GO:0031098]; synapse organization [GO:0050808]; T cell costimulation [GO:0031295]; T cell receptor signaling pathway [GO:0050852]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho GTPase binding [GO:0017048]; SH3 domain binding [GO:0017124]; activation of protein kinase activity [GO:0032147]; axonogenesis [GO:0007409]; cellular response to organic cyclic compound [GO:0071407]; dendrite development [GO:0016358]; dendritic spine morphogenesis [GO:0060997]; ephrin receptor signaling pathway [GO:0048013]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of DNA biosynthetic process [GO:2000573]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of neuron apoptotic process [GO:0043525]; regulation of actin filament polymerization [GO:0030833]; regulation of axonogenesis [GO:0050770]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress-activated protein kinase signaling cascade [GO:0031098]; synapse organization [GO:0050808]; T cell costimulation [GO:0031295]; T cell receptor signaling pathway [GO:0050852]	ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho GTPase binding [GO:0017048]; SH3 domain binding [GO:0017124]	GO:0002223; GO:0004674; GO:0004708; GO:0005524; GO:0005737; GO:0005768; GO:0005829; GO:0005886; GO:0007346; GO:0007409; GO:0010763; GO:0014069; GO:0016358; GO:0017048; GO:0017124; GO:0023014; GO:0030833; GO:0031098; GO:0031295; GO:0032147; GO:0043525; GO:0046872; GO:0048013; GO:0050770; GO:0050808; GO:0050852; GO:0060997; GO:0061003; GO:0071407; GO:0098978; GO:2000573
TRINITY_DN17994_c1_g1_i8	74	77	0	0	2	sp	Q63054	ICA69_RAT	39	525	249	10	180	1739	7	465	6.5e-77	290	ICA69_RAT	reviewed	Islet cell autoantigen 1 (69 kDa islet cell autoantigen) (ICA69) (Islet cell autoantigen p69) (ICAp69) (p69)	Ica1	Rattus norvegicus (Rat)	480	neurotransmitter transport [GO:0006836]; regulation of insulin secretion [GO:0050796]; regulation of protein-containing complex assembly [GO:0043254]; regulation of transport [GO:0051049]	cytosol [GO:0005829]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; perinuclear region of cytoplasm [GO:0048471]; secretory granule membrane [GO:0030667]; synaptic vesicle membrane [GO:0030672]	cytosol [GO:0005829]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; perinuclear region of cytoplasm [GO:0048471]; secretory granule membrane [GO:0030667]; synaptic vesicle membrane [GO:0030672]; membrane curvature sensor activity [GO:0140090]; protein domain specific binding [GO:0019904]; neurotransmitter transport [GO:0006836]; regulation of insulin secretion [GO:0050796]; regulation of protein-containing complex assembly [GO:0043254]; regulation of transport [GO:0051049]	membrane curvature sensor activity [GO:0140090]; protein domain specific binding [GO:0019904]	GO:0000139; GO:0005794; GO:0005795; GO:0005829; GO:0006836; GO:0019904; GO:0030425; GO:0030667; GO:0030672; GO:0043254; GO:0048471; GO:0050796; GO:0051049; GO:0140090
TRINITY_DN2024_c13_g1_i1	17257	15478	5726	9661	2	sp	Q26061	FRI_PACLE	76.4	165	38	1	397	891	4	167	4.8e-69	263.8	FRI_PACLE	reviewed	Ferritin (EC 1.16.3.1)		Pacifastacus leniusculus (Signal crayfish)	181	cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]	ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]	GO:0004322; GO:0005737; GO:0006826; GO:0006879; GO:0008199
TRINITY_DN7124_c0_g1_i5	0	0	70	126	3	sp	Q5R668	ACSL3_PONAB	46.7	694	358	8	478	2541	30	717	2.8e-176	620.9	ACSL3_PONAB	reviewed	Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3)	ACSL3	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	720	long-chain fatty acid metabolic process [GO:0001676]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; peroxisomal membrane [GO:0005778]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; peroxisomal membrane [GO:0005778]; acyl-CoA ligase activity [GO:0003996]; arachidonate-CoA ligase activity [GO:0047676]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]; long-chain fatty acid metabolic process [GO:0001676]	acyl-CoA ligase activity [GO:0003996]; arachidonate-CoA ligase activity [GO:0047676]; ATP binding [GO:0005524]; decanoate-CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]	GO:0001676; GO:0003996; GO:0004467; GO:0005524; GO:0005741; GO:0005778; GO:0005789; GO:0016021; GO:0047676; GO:0102391
TRINITY_DN691_c3_g1_i15	1	0	270	99	1	sp	Q90941	PB1_CHICK	32.1	1758	951	36	586	5595	22	1624	2.1e-233	812	PB1_CHICK	reviewed	Protein polybromo-1	PBRM1 PB1	Gallus gallus (Chicken)	1633	ATP-dependent chromatin remodeling [GO:0043044]; nucleosome disassembly [GO:0006337]; transcription elongation from RNA polymerase II promoter [GO:0006368]	RSC-type complex [GO:0016586]	RSC-type complex [GO:0016586]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; ATP-dependent chromatin remodeling [GO:0043044]; nucleosome disassembly [GO:0006337]; transcription elongation from RNA polymerase II promoter [GO:0006368]	chromatin binding [GO:0003682]; DNA binding [GO:0003677]	GO:0003677; GO:0003682; GO:0006337; GO:0006368; GO:0016586; GO:0043044
TRINITY_DN868_c1_g2_i5	12	0	271	379	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19749_c0_g1_i18	60	195	0	0	4	sp	Q8VC12	HUTU_MOUSE	69.7	670	201	2	3863	5869	6	674	1.7e-280	968	HUTU_MOUSE	reviewed	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	Uroc1	Mus musculus (Mouse)	676	histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	cytosol [GO:0005829]	cytosol [GO:0005829]; urocanate hydratase activity [GO:0016153]; histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	urocanate hydratase activity [GO:0016153]	GO:0005829; GO:0006548; GO:0016153; GO:0019556; GO:0019557
TRINITY_DN23_c1_g1_i10	0	22	194	213	1	sp	P35559	IDE_RAT	55	964	431	2	334	3225	52	1012	0	1102	IDE_RAT	reviewed	Insulin-degrading enzyme (EC 3.4.24.56) (Insulin protease) (Insulinase) (Insulysin)	Ide	Rattus norvegicus (Rat)	1019	amyloid-beta clearance [GO:0097242]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; amyloid-beta metabolic process [GO:0050435]; antigen processing and presentation of endogenous peptide antigen via MHC class I [GO:0019885]; bradykinin catabolic process [GO:0010815]; cellular protein catabolic process [GO:0044257]; determination of adult lifespan [GO:0008340]; hormone catabolic process [GO:0042447]; insulin catabolic process [GO:1901143]; insulin metabolic process [GO:1901142]; negative regulation of proteolysis [GO:0045861]; peptide catabolic process [GO:0043171]; positive regulation of protein binding [GO:0032092]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of aerobic respiration [GO:1903715]; ubiquitin recycling [GO:0010992]	basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]	basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; amyloid-beta binding [GO:0001540]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; beta-endorphin binding [GO:0031626]; endopeptidase activity [GO:0004175]; identical protein binding [GO:0042802]; insulin binding [GO:0043559]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; peptide binding [GO:0042277]; peptide hormone binding [GO:0017046]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]; ubiquitin-dependent protein binding [GO:0140036]; zinc ion binding [GO:0008270]; amyloid-beta clearance [GO:0097242]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; amyloid-beta metabolic process [GO:0050435]; antigen processing and presentation of endogenous peptide antigen via MHC class I [GO:0019885]; bradykinin catabolic process [GO:0010815]; cellular protein catabolic process [GO:0044257]; determination of adult lifespan [GO:0008340]; hormone catabolic process [GO:0042447]; insulin catabolic process [GO:1901143]; insulin metabolic process [GO:1901142]; negative regulation of proteolysis [GO:0045861]; peptide catabolic process [GO:0043171]; positive regulation of protein binding [GO:0032092]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of aerobic respiration [GO:1903715]; ubiquitin recycling [GO:0010992]	amyloid-beta binding [GO:0001540]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]; beta-endorphin binding [GO:0031626]; endopeptidase activity [GO:0004175]; identical protein binding [GO:0042802]; insulin binding [GO:0043559]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; peptide binding [GO:0042277]; peptide hormone binding [GO:0017046]; protein-containing complex binding [GO:0044877]; protein homodimerization activity [GO:0042803]; ubiquitin-dependent protein binding [GO:0140036]; zinc ion binding [GO:0008270]	GO:0001540; GO:0004175; GO:0004222; GO:0005524; GO:0005615; GO:0005634; GO:0005737; GO:0005739; GO:0005777; GO:0005782; GO:0005829; GO:0006508; GO:0008233; GO:0008270; GO:0008340; GO:0009897; GO:0009986; GO:0010815; GO:0010992; GO:0016323; GO:0016887; GO:0017046; GO:0019885; GO:0030163; GO:0031597; GO:0031626; GO:0032092; GO:0042277; GO:0042447; GO:0042802; GO:0042803; GO:0043171; GO:0043559; GO:0044257; GO:0044877; GO:0045861; GO:0050435; GO:0051603; GO:0070062; GO:0097242; GO:0140036; GO:0150094; GO:1901142; GO:1901143; GO:1903715
TRINITY_DN1804_c1_g1_i20	3411	1676	1544	128	2	sp	Q9YHV4	FSTA_DANRE	43.1	51	26	2	172	324	122	169	9.9e-05	48.9	FSTA_DANRE	reviewed	Follistatin-A (FS) (Activin-binding protein) (Follistatin-1) (zFst1)	fsta fst fst1 si:dkey-111k10.2 si:dkeyp-88a5.1	Danio rerio (Zebrafish) (Brachydanio rerio)	322	cell differentiation [GO:0030154]; determination of dorsal identity [GO:0048263]; dorsal/ventral pattern formation [GO:0009953]; embryonic viscerocranium morphogenesis [GO:0048703]; midbrain development [GO:0030901]; multicellular organism development [GO:0007275]; negative regulation of activin receptor signaling pathway [GO:0032926]; oocyte differentiation [GO:0009994]; otic placode formation [GO:0043049]; regulation of BMP signaling pathway [GO:0030510]	extracellular region [GO:0005576]; extracellular space [GO:0005615]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; activin binding [GO:0048185]; cell differentiation [GO:0030154]; determination of dorsal identity [GO:0048263]; dorsal/ventral pattern formation [GO:0009953]; embryonic viscerocranium morphogenesis [GO:0048703]; midbrain development [GO:0030901]; multicellular organism development [GO:0007275]; negative regulation of activin receptor signaling pathway [GO:0032926]; oocyte differentiation [GO:0009994]; otic placode formation [GO:0043049]; regulation of BMP signaling pathway [GO:0030510]	activin binding [GO:0048185]	GO:0005576; GO:0005615; GO:0007275; GO:0009953; GO:0009994; GO:0030154; GO:0030510; GO:0030901; GO:0032926; GO:0043049; GO:0048185; GO:0048263; GO:0048703
TRINITY_DN4867_c0_g2_i6	0	0	118	65	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN42758_c0_g1_i4	249	189	62	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN39893_c0_g1_i2	298	60	4	13	2	sp	O42161	ACTB_SALSA	90.7	108	10	0	1	324	268	375	1e-52	207.2	ACTB_SALSA	reviewed	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	Salmo salar (Atlantic salmon)	375		actin cytoskeleton [GO:0015629]; cell [GO:0005623]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	actin cytoskeleton [GO:0015629]; cell [GO:0005623]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]	ATP binding [GO:0005524]	GO:0005524; GO:0005623; GO:0005634; GO:0005737; GO:0005886; GO:0015629
