Trinity_ID	178	359	463	cluster	swissprot	uniprot_acc_ID	gene_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN1838_c1_g2_i1	4	2	0	3	sp	O94432	YHKF_SCHPO	36.6	216	98	5	465	1112	163	339	4.8e-29	130.6	YHKF_SCHPO	reviewed	Uncharacterized RNA-binding protein C660.15	SPBC660.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	474	mRNA cleavage [GO:0006379]; mRNA polyadenylation [GO:0006378]; regulation of RNA metabolic process [GO:0051252]	cytoplasm [GO:0005737]; mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	cytoplasm [GO:0005737]; mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; mRNA cleavage [GO:0006379]; mRNA polyadenylation [GO:0006378]; regulation of RNA metabolic process [GO:0051252]	mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]	GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0005849; GO:0006378; GO:0006379; GO:0051252; GO:1990904
TRINITY_DN713_c0_g1_i26	30	99	0	2	sp	A4Z943	ZBED5_BOVIN	35.5	557	319	10	552	2144	152	694	1.2e-88	331.3	ZBED5_BOVIN	reviewed	Zinc finger BED domain-containing protein 5 (Transposon-derived Buster1 transposase-like protein)	ZBED5	Bos taurus (Bovine)	694			DNA binding [GO:0003677]; metal ion binding [GO:0046872]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0046872
TRINITY_DN6564_c0_g1_i1	24	1	0	3	sp	Q6P5B0	RRP12_MOUSE	22.7	1254	822	39	59	3649	116	1279	6.6e-33	144.8	RRP12_MOUSE	reviewed	RRP12-like protein	Rrp12 Kiaa0690	Mus musculus (Mouse)	1295	rRNA processing [GO:0006364]	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]	cytosol [GO:0005829]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; rRNA processing [GO:0006364]		GO:0005730; GO:0005829; GO:0005886; GO:0006364; GO:0016021; GO:0031965; GO:0043231
TRINITY_DN83977_c0_g1_i3	16699	43588	2676	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5835_c0_g1_i10	0	8	0	2	sp	Q5R814	PRP4B_PONAB	74.1	348	90	0	223	1266	660	1007	3e-156	553.1	PRP4B_PONAB	reviewed	Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 pre-mRNA-processing factor 4 homolog)	PRPF4B	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	1007	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	spliceosomal complex [GO:0005681]	spliceosomal complex [GO:0005681]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0005681; GO:0006397; GO:0008380
TRINITY_DN5457_c0_g2_i1	0	0	19	4	sp	Q84M24	AB1A_ARATH	26.5	1791	1023	55	1102	5961	211	1879	4.4e-119	431.8	AB1A_ARATH	reviewed	ABC transporter A family member 1 (ABC transporter ABCA.1) (AtABCA1) (ABC one homolog protein 1) (AtAOH1)	ABCA1 ABC1 AOH1 At2g41700 T32G6.22	Arabidopsis thaliana (Mouse-ear cress)	1882	lipid transport [GO:0006869]	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; vacuolar membrane [GO:0005774]	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; vacuolar membrane [GO:0005774]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; lipid transporter activity [GO:0005319]; lipid transport [GO:0006869]	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; lipid transporter activity [GO:0005319]	GO:0005319; GO:0005524; GO:0005774; GO:0006869; GO:0016021; GO:0016887; GO:0042626; GO:0043231
TRINITY_DN6978_c0_g1_i27	5	6	0	1	sp	P43508	CPR4_CAEEL	34.3	289	149	11	140	943	67	335	7.3e-37	158.3	CPR4_CAEEL	reviewed	Cathepsin B-like cysteine proteinase 4 (EC 3.4.22.-) (Cysteine protease-related 4)	cpr-4 F44C4.3	Caenorhabditis elegans	335	cellular response to gamma radiation [GO:0071480]; cellular response to UV [GO:0034644]; proteolysis involved in cellular protein catabolic process [GO:0051603]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]; cysteine-type endopeptidase activity [GO:0004197]; cellular response to gamma radiation [GO:0071480]; cellular response to UV [GO:0034644]; proteolysis involved in cellular protein catabolic process [GO:0051603]	cysteine-type endopeptidase activity [GO:0004197]	GO:0004197; GO:0005576; GO:0005615; GO:0005764; GO:0034644; GO:0051603; GO:0071480
TRINITY_DN27990_c0_g1_i4	508	61	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN336_c0_g1_i6	13	31	0	1	sp	P90519	EF1A_CRYPV	43.9	469	229	7	48	1454	1	435	4.9e-102	373.6	EF1A_CRYPV	reviewed	Elongation factor 1-alpha (EF-1-alpha)		Cryptosporidium parvum	435		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005737
TRINITY_DN5291_c0_g1_i1	1	2	0	1	sp	Q24154	RL29_DROME	47.7	65	34	0	51	245	1	65	2.7e-07	57	RL29_DROME	reviewed	60S ribosomal protein L29 (L43)	RpL29 RpL43 CG10071	Drosophila melanogaster (Fruit fly)	76	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; chromatin binding [GO:0003682]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	chromatin binding [GO:0003682]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003682; GO:0003735; GO:0022625
TRINITY_DN2510_c0_g2_i2	20	4	0	3	sp	P39981	AVT2_YEAST	24.4	401	257	14	175	1332	58	427	1.9e-10	70.1	AVT2_YEAST	reviewed	Vacuolar amino acid transporter 2	AVT2 YEL064C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	480	amino acid transmembrane transport [GO:0003333]	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]; amino acid transmembrane transporter activity [GO:0015171]; amino acid transmembrane transport [GO:0003333]	amino acid transmembrane transporter activity [GO:0015171]	GO:0003333; GO:0005774; GO:0005783; GO:0015171; GO:0016021
TRINITY_DN4979_c0_g1_i1	2	2	0	1	sp	Q8VYP6	NOL9_ARATH	28.4	296	180	10	416	1246	15	297	1.7e-18	95.9	NOL9_ARATH	reviewed	Polynucleotide 5'-hydroxyl-kinase NOL9 (EC 2.7.1.-) (Nucleolar protein 9 homolog)	At5g11010 T30N20.280	Arabidopsis thaliana (Mouse-ear cress)	368	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]; nucleus [GO:0005634]	nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]; cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]; RNA processing [GO:0006396]; rRNA processing [GO:0006364]	ATP binding [GO:0005524]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]	GO:0000448; GO:0005524; GO:0005634; GO:0005730; GO:0006364; GO:0006396; GO:0051731
TRINITY_DN9522_c0_g1_i23	0	1	0	2	sp	Q1L8G6	AKIB1_DANRE	46.9	780	360	8	483	2771	1	743	2.2e-200	702.2	AKIB1_DANRE	reviewed	Ankyrin repeat and IBR domain-containing protein 1 (EC 2.3.2.31)	ankib1 si:dkey-231l1.6	Danio rerio (Zebrafish) (Brachydanio rerio)	1060	positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytoplasm [GO:0005737]; ubiquitin ligase complex [GO:0000151]	cytoplasm [GO:0005737]; ubiquitin ligase complex [GO:0000151]; metal ion binding [GO:0046872]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]	metal ion binding [GO:0046872]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]	GO:0000151; GO:0000209; GO:0005737; GO:0006511; GO:0031624; GO:0032436; GO:0046872; GO:0061630
TRINITY_DN10840_c0_g1_i2	12	24	0	1	sp	Q9Y2B0	CNPY2_HUMAN	32.5	169	110	1	378	884	7	171	6.7e-23	109.8	CNPY2_HUMAN	reviewed	Protein canopy homolog 2 (MIR-interacting saposin-like protein) (Putative secreted protein Zsig9) (Transmembrane protein 4)	CNPY2 MSAP TMEM4 ZSIG9 UNQ1943/PRO4426	Homo sapiens (Human)	182	negative regulation of gene expression [GO:0010629]; positive regulation of low-density lipoprotein particle receptor biosynthetic process [GO:0045716]; regulation of low-density lipoprotein particle clearance [GO:0010988]	endoplasmic reticulum [GO:0005783]	endoplasmic reticulum [GO:0005783]; negative regulation of gene expression [GO:0010629]; positive regulation of low-density lipoprotein particle receptor biosynthetic process [GO:0045716]; regulation of low-density lipoprotein particle clearance [GO:0010988]		GO:0005783; GO:0010629; GO:0010988; GO:0045716
TRINITY_DN18645_c0_g1_i1	19	1	0	3	sp	Q3UMC0	AFG2H_MOUSE	46.8	570	270	9	640	2274	326	887	1.1e-142	508.8	AFG2H_MOUSE	reviewed	ATPase family protein 2 homolog (EC 3.6.4.10) (Spermatogenesis-associated factor protein) (Spermatogenesis-associated protein 5)	Spata5 Spaf	Mus musculus (Mouse)	893	brain development [GO:0007420]; cell differentiation [GO:0030154]; spermatogenesis [GO:0007283]	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; brain development [GO:0007420]; cell differentiation [GO:0030154]; spermatogenesis [GO:0007283]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005739; GO:0007283; GO:0007420; GO:0016887; GO:0030154
TRINITY_DN12473_c0_g1_i10	22	0	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16462_c0_g2_i13	15	20	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4517_c0_g1_i3	266	520	4	1	sp	Q6NRI1	ZNT7B_XENLA	53.3	394	138	2	373	1428	1	390	5.7e-97	357.5	ZNT7B_XENLA	reviewed	Zinc transporter 7-B (ZnT-7-B) (Solute carrier family 30 member 7-B)	slc30a7-b znt7-b	Xenopus laevis (African clawed frog)	390	zinc ion transport [GO:0006829]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]; zinc ion transport [GO:0006829]	cation transmembrane transporter activity [GO:0008324]	GO:0005794; GO:0006829; GO:0008324; GO:0016021
TRINITY_DN644_c0_g1_i1	3	14	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13049_c0_g1_i10	0	59	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11251_c0_g1_i2	0	1	0	2	sp	Q9U2R0	BIN3D_CAEEL	30.7	251	121	8	572	1174	117	364	2.7e-26	121.3	BIN3D_CAEEL	reviewed	Probable RNA methyltransferase Y17G7B.18 (EC 2.1.1.-)	Y17G7B.18	Caenorhabditis elegans	378	snRNA modification [GO:0040031]		O-methyltransferase activity [GO:0008171]; RNA methyltransferase activity [GO:0008173]; snRNA binding [GO:0017069]; snRNA modification [GO:0040031]	O-methyltransferase activity [GO:0008171]; RNA methyltransferase activity [GO:0008173]; snRNA binding [GO:0017069]	GO:0008171; GO:0008173; GO:0017069; GO:0040031
TRINITY_DN2779_c0_g1_i9	71	57	0	1	sp	Q9QX67	DAP1_RAT	35	117	55	4	105	437	1	102	3.9e-06	55.8	DAP1_RAT	reviewed	Death-associated protein 1 (DAP-1) (Rap7a)	Dap Rap7a	Rattus norvegicus (Rat)	102	activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; autophagy [GO:0006914]; cellular response to amino acid starvation [GO:0034198]; negative regulation of autophagy [GO:0010507]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of transcription, DNA-templated [GO:0045892]		death domain binding [GO:0070513]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; autophagy [GO:0006914]; cellular response to amino acid starvation [GO:0034198]; negative regulation of autophagy [GO:0010507]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of transcription, DNA-templated [GO:0045892]	death domain binding [GO:0070513]	GO:0006914; GO:0006915; GO:0006919; GO:0010507; GO:0032088; GO:0034198; GO:0045892; GO:0070513; GO:0097190
TRINITY_DN11719_c0_g1_i4	3	5	0	1	sp	P45974	UBP5_HUMAN	35.8	871	434	23	108	2402	4	855	1.3e-133	478.8	UBP5_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	USP5 ISOT	Homo sapiens (Human)	858	positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytosol [GO:0005829]; lysosome [GO:0005764]; nucleus [GO:0005634]	cytosol [GO:0005829]; lysosome [GO:0005764]; nucleus [GO:0005634]; cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]; ubiquitin binding [GO:0043130]; zinc ion binding [GO:0008270]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]; ubiquitin binding [GO:0043130]; zinc ion binding [GO:0008270]	GO:0004197; GO:0004843; GO:0005634; GO:0005764; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0016579; GO:0032436; GO:0036459; GO:0043130; GO:0071108
TRINITY_DN2295_c0_g1_i16	0	4	0	2	sp	Q50KB1	SEP2_EMIHU	49	149	71	2	92	526	14	161	3e-36	154.8	SEP2_EMIHU	reviewed	Protein disulfide-isomerase-like protein EhSep2	SEP2	Emiliania huxleyi (Pontosphaera huxleyi)	223		endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; protein disulfide isomerase activity [GO:0003756]	protein disulfide isomerase activity [GO:0003756]	GO:0003756; GO:0005783; GO:0005788
TRINITY_DN1726_c0_g2_i1	0	98	0	2	sp	Q14590	ZN235_HUMAN	51.2	168	82	0	758	1261	461	628	4.1e-52	208.8	ZN235_HUMAN	reviewed	Zinc finger protein 235 (Zinc finger protein 270) (Zinc finger protein 93 homolog) (Zfp-93) (Zinc finger protein HZF6)	ZNF235 ZFP93 ZNF270	Homo sapiens (Human)	738	regulation of transcription, DNA-templated [GO:0006355]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0005634; GO:0006355; GO:0046872
TRINITY_DN4472_c1_g1_i3	37	69	0	1	sp	Q5F3J5	PSME3_CHICK	53.3	242	110	3	90	809	14	254	1.9e-71	271.9	PSME3_CHICK	reviewed	Proteasome activator complex subunit 3 (Activator of multicatalytic protease subunit 3) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	PSME3 RCJMB04_15e19 RCJMB04_5i13	Gallus gallus (Chicken)	254	positive regulation of endopeptidase activity [GO:0010950]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of proteasomal protein catabolic process [GO:0061136]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; proteasome activator complex [GO:0008537]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; proteasome activator complex [GO:0008537]; endopeptidase activator activity [GO:0061133]; positive regulation of endopeptidase activity [GO:0010950]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of proteasomal protein catabolic process [GO:0061136]	endopeptidase activator activity [GO:0061133]	GO:0005654; GO:0005737; GO:0008537; GO:0010950; GO:0061133; GO:0061136; GO:2000045
TRINITY_DN15504_c0_g1_i1	208	227	12	1	sp	Q9VZI3	UN112_DROME	58.8	716	249	15	546	2591	4	707	4.1e-231	802.7	UN112_DROME	reviewed	Unc-112-related protein (Fermitin-1)	Fit1 CG14991	Drosophila melanogaster (Fruit fly)	708	cardiac muscle tissue development [GO:0048738]; cell-matrix adhesion [GO:0007160]; defense response to Gram-negative bacterium [GO:0050829]; integrin-mediated signaling pathway [GO:0007229]	cell-substrate junction [GO:0030055]; cytoplasm [GO:0005737]	cell-substrate junction [GO:0030055]; cytoplasm [GO:0005737]; cell adhesion molecule binding [GO:0050839]; integrin binding [GO:0005178]; cardiac muscle tissue development [GO:0048738]; cell-matrix adhesion [GO:0007160]; defense response to Gram-negative bacterium [GO:0050829]; integrin-mediated signaling pathway [GO:0007229]	cell adhesion molecule binding [GO:0050839]; integrin binding [GO:0005178]	GO:0005178; GO:0005737; GO:0007160; GO:0007229; GO:0030055; GO:0048738; GO:0050829; GO:0050839
TRINITY_DN10685_c0_g1_i2	9	2	0	3	sp	Q940B0	RL183_ARATH	61.1	193	69	1	36	614	1	187	1.3e-56	221.5	RL183_ARATH	reviewed	60S ribosomal protein L18-3	RPL18C At5g27850 F14I23.10	Arabidopsis thaliana (Mouse-ear cress)	187	translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; plasmodesma [GO:0009506]; plastid [GO:0009536]; vacuole [GO:0005773]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; plasmodesma [GO:0009506]; plastid [GO:0009536]; vacuole [GO:0005773]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003729; GO:0003735; GO:0005773; GO:0005829; GO:0006412; GO:0009506; GO:0009536; GO:0022625; GO:0022626
TRINITY_DN21022_c0_g1_i1	1	4	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2038_c1_g1_i1	5	4	0	1	sp	P0CT60	RL23A_SCHPO	71.9	139	38	1	45	458	1	139	9.3e-50	198.4	RL23A_SCHPO	reviewed	60S ribosomal protein L23-A	rpl2301 rpl23 rpl23a SPAC3G9.03	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	139	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]	cytosolic large ribosomal subunit [GO:0022625]; nucleus [GO:0005634]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0005634; GO:0022625; GO:0070180
TRINITY_DN98568_c3_g1_i1	135517	77271	143	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
