yourlist:M20200825A94466D2655679D1FD8953E075198DA8554439Y	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P17014	P17014	ZNF12_HUMAN	reviewed	Zinc finger protein 12 (Gonadotropin-inducible ovary transcription repressor 3) (GIOT-3) (Zinc finger protein 325) (Zinc finger protein KOX3)	ZNF12 GIOT3 KOX3 ZNF325	Homo sapiens (Human)	697
B4F785	B4F785	EGFLA_RAT	reviewed	Pikachurin (EGF-like, fibronectin type-III and laminin G-like domain-containing protein)	Egflam	Rattus norvegicus (Rat)	1005
Q13444	Q13444	ADA15_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 15 (ADAM 15) (EC 3.4.24.-) (Metalloprotease RGD disintegrin protein) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15) (MDC-15) (Metargidin)	ADAM15 MDC15	Homo sapiens (Human)	863
Q9NBX4	Q9NBX4	RTXE_DROME	reviewed	Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)	X-element\ORF2 ORF2	Drosophila melanogaster (Fruit fly)	908
Q60675	Q60675	LAMA2_MOUSE	reviewed	Laminin subunit alpha-2 (Laminin M chain) (Laminin-12 subunit alpha) (Laminin-2 subunit alpha) (Laminin-4 subunit alpha) (Merosin heavy chain)	Lama2	Mus musculus (Mouse)	3118
Q9UG01	Q9UG01	IF172_HUMAN	reviewed	Intraflagellar transport protein 172 homolog	IFT172 KIAA1179	Homo sapiens (Human)	1749
P98164	P98164	LRP2_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)	LRP2	Homo sapiens (Human)	4655
P15125	P15125	RL5A_XENLA	reviewed	60S ribosomal protein L5-A	rpl5-a	Xenopus laevis (African clawed frog)	296
P30736	P30736	RL15_CHITE	reviewed	60S ribosomal protein L15 (YL10)	RpL15	Chironomus tentans (Midge) (Camptochironomus tentans)	204
Q9BYE9	Q9BYE9	CDHR2_HUMAN	reviewed	Cadherin-related family member 2 (Protocadherin LKC) (PC-LKC) (Protocadherin-24)	CDHR2 PCDH24 PCLKC	Homo sapiens (Human)	1310
Q04202	Q04202	TCB2_CAEBR	reviewed	Transposable element Tcb2 transposase		Caenorhabditis briggsae	273
P70627	P70627	FOLH1_RAT	reviewed	Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen homolog) (Pteroylpoly-gamma-glutamate carboxypeptidase)	Folh1 Naalad1	Rattus norvegicus (Rat)	752
P09242	P09242	PPBT_MOUSE	reviewed	Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase 2) (Alkaline phosphatase liver/bone/kidney isozyme)	Alpl Akp-2 Akp2	Mus musculus (Mouse)	524
O18400	O18400	PITX_DROME	reviewed	Pituitary homeobox homolog Ptx1 (D-PTX1)	Ptx1 CG1447	Drosophila melanogaster (Fruit fly)	509
P16333	P16333	NCK1_HUMAN	reviewed	Cytoplasmic protein NCK1 (NCK adaptor protein 1) (Nck-1) (SH2/SH3 adaptor protein NCK-alpha)	NCK1 NCK	Homo sapiens (Human)	377
C0KJQ4	C0KJQ4	ALPS_PORTR	reviewed	Anti-lipopolysaccharide factor (PtALF)	ALF	Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus)	123
Q96RW7	Q96RW7	HMCN1_HUMAN	reviewed	Hemicentin-1 (Fibulin-6) (FIBL-6)	HMCN1 FIBL6	Homo sapiens (Human)	5635
Q5XGY9	Q5XGY9	MND1_XENLA	reviewed	Meiotic nuclear division protein 1 homolog	mnd1	Xenopus laevis (African clawed frog)	205
Q60SZ2	Q60SZ2	MPV17_CAEBR	reviewed	Mpv17-like protein (Fragment)	CBG20693	Caenorhabditis briggsae	181
P67778	P67778	PHB_MOUSE	reviewed	Prohibitin (B-cell receptor-associated protein 32) (BAP 32)	Phb	Mus musculus (Mouse)	272
Q9HCD6	Q9HCD6	TANC2_HUMAN	reviewed	Protein TANC2 (Tetratricopeptide repeat, ankyrin repeat and coiled-coil domain-containing protein 2)	TANC2 KIAA1148 KIAA1636	Homo sapiens (Human)	1990
Q8NKE2	Q8NKE2	AOX_CRYNH	reviewed	Alternative oxidase, mitochondrial (EC 1.-.-.-)	AOX1 CNAG_00162	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Filobasidiella neoformans var. grubii)	401
P80096	P80096	HCYC_PANIN	reviewed	Hemocyanin C chain		Panulirus interruptus (California spiny lobster) (Palinurus interruptus)	661
Q36724	Q36724	COX1_BLAGE	reviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I) (Fragment)	COI	Blattella germanica (German cockroach) (Blatta germanica)	508
Q62384	Q62384	ZPR1_MOUSE	reviewed	Zinc finger protein ZPR1 (Zinc finger protein 259)	Zpr1 Zfp259 Znf259	Mus musculus (Mouse)	459
Q9XFH3	Q9XFH3	MAD2_MAIZE	reviewed	Mitotic spindle checkpoint protein MAD2	MAD2	Zea mays (Maize)	208
P82963	P82963	CHAO_TRICA	reviewed	Chaoptin (Photoreceptor cell-specific membrane protein) (Fragment)	CHP	Tribolium castaneum (Red flour beetle)	782
Q5ZL33	Q5ZL33	STRAP_CHICK	reviewed	Serine-threonine kinase receptor-associated protein	STRAP RCJMB04_7p19	Gallus gallus (Chicken)	350
P79274	P79274	ACADL_PIG	reviewed	Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)	ACADL	Sus scrofa (Pig)	430
Q96PX9	Q96PX9	PKH4B_HUMAN	reviewed	Pleckstrin homology domain-containing family G member 4B (PH domain-containing family G member 4B)	PLEKHG4B KIAA1909	Homo sapiens (Human)	1271
O57328	O57328	FZD1_CHICK	reviewed	Frizzled-1 (Fz-1) (cFz-1)	FZD1 FZ1	Gallus gallus (Chicken)	592
Q56P03	Q56P03	EAPP_HUMAN	reviewed	E2F-associated phosphoprotein (EAPP)	EAPP C14orf11 BM-036	Homo sapiens (Human)	285
P90648	P90648	MHCKB_DICDI	reviewed	Myosin heavy chain kinase B (MHCK-B) (EC 2.7.11.7)	mhkB mhckB DDB_G0289115	Dictyostelium discoideum (Slime mold)	732
Q897F7	Q897F7	ASNA_CLOTE	reviewed	Aspartate--ammonia ligase (EC 6.3.1.1) (Asparagine synthetase A)	asnA CTC_00781	Clostridium tetani (strain Massachusetts / E88)	341
P50532	P50532	SMC4_XENLA	reviewed	Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome assembly protein XCAP-C) (Chromosome-associated protein C)	smc4 capc smc4l1	Xenopus laevis (African clawed frog)	1290
B3FHT4	B3FHT4	SUCA_BLAHN	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SCSa	Blastocystis sp. subtype 1 (strain ATCC 50177 / NandII)	318
Q504N2	Q504N2	S22AF_MOUSE	reviewed	Solute carrier family 22 member 15	Slc22a15	Mus musculus (Mouse)	544
A8J4S9	A8J4S9	TREA_APIME	reviewed	Trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)		Apis mellifera (Honeybee)	626
O88407	O88407	LFG2_RAT	reviewed	Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35)	Faim2 Lfg Lfg2 Nmp35	Rattus norvegicus (Rat)	316
Q16UG2	Q16UG2	GATB_AEDAE	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-)	AAEL009908	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	528
B6IPU4	B6IPU4	GATB_RHOCS	reviewed	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB RC1_0029	Rhodospirillum centenum (strain ATCC 51521 / SW)	484
Q4HXF6	Q4HXF6	PPID_GIBZE	reviewed	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (Rotamase D)	CPR6 FGRRES_10352 FGSG_10352	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	372
Q01604	Q01604	PGK_DROME	reviewed	Phosphoglycerate kinase (EC 2.7.2.3)	Pgk CG3127	Drosophila melanogaster (Fruit fly)	415
O15439	O15439	MRP4_HUMAN	reviewed	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)	ABCC4 MRP4	Homo sapiens (Human)	1325
Q9JLI6	Q9JLI6	SCLY_MOUSE	reviewed	Selenocysteine lyase (mSCL) (EC 4.4.1.16)	Scly Scl	Mus musculus (Mouse)	432
Q02809	Q02809	PLOD1_HUMAN	reviewed	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)	PLOD1 LLH PLOD	Homo sapiens (Human)	727
Q7ZT82	Q7ZT82	RFX1L_DANRE	reviewed	RNA binding protein fox-1 homolog 1-like (Ataxin 2-binding protein 1-like) (Fox-1 homolog-like protein 1)	rbfox1l a2bp1l fox1 fox1l si:ch211-57k11.1	Danio rerio (Zebrafish) (Brachydanio rerio)	382
Q9NWB1	Q9NWB1	RFOX1_HUMAN	reviewed	RNA binding protein fox-1 homolog 1 (Ataxin-2-binding protein 1) (Fox-1 homolog A) (Hexaribonucleotide-binding protein 1)	RBFOX1 A2BP A2BP1 FOX1 HRNBP1	Homo sapiens (Human)	397
Q54TN4	Q54TN4	MKCE_DICDI	reviewed	Probable serine/threonine-protein kinase mkcE (EC 2.7.11.1) (MAP kinase cascade E)	mkcE DDB_G0281649	Dictyostelium discoideum (Slime mold)	715
Q99K01	Q99K01	PDXD1_MOUSE	reviewed	Pyridoxal-dependent decarboxylase domain-containing protein 1 (EC 4.1.1.-)	Pdxdc1	Mus musculus (Mouse)	787
O75382	O75382	TRIM3_HUMAN	reviewed	Tripartite motif-containing protein 3 (Brain-expressed RING finger protein) (RING finger protein 22) (RING finger protein 97)	TRIM3 BERP RNF22 RNF97	Homo sapiens (Human)	744
Q7ZUV0	Q7ZUV0	AN13C_DANRE	reviewed	Ankyrin repeat domain-containing protein 13C	ankrd13c zgc:56077	Danio rerio (Zebrafish) (Brachydanio rerio)	488
P41925	P41925	RYL2_YARLI	reviewed	Ras-like GTP-binding protein RYL2	RYL2 YALI0A04367g	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	209
P52736	P52736	ZN133_HUMAN	reviewed	Zinc finger protein 133 (Zinc finger protein 150)	ZNF133 ZNF150	Homo sapiens (Human)	654
Q54MZ3	Q54MZ3	CDC20_DICDI	reviewed	Anaphase-promoting complex subunit cdc20	cdc20 DDB_G0285601	Dictyostelium discoideum (Slime mold)	499
Q552M6	Q552M6	ZDHC7_DICDI	reviewed	Putative ZDHHC-type palmitoyltransferase 7 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 7)	DDB_G0276017	Dictyostelium discoideum (Slime mold)	438
Q5B3W7	Q5B3W7	ERFB_EMENI	reviewed	Palmitoyltransferase erf2 (EC 2.3.1.225) (DHHC cysteine-rich domain-containing protein erf2) (Ras protein acyltransferase)	erf2 AN4763	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	601
Q91Z53	Q91Z53	GRHPR_MOUSE	reviewed	Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)	Grhpr Glxr	Mus musculus (Mouse)	328
Q8W4K1	Q8W4K1	TYW23_ARATH	reviewed	tRNA wybutosine-synthesizing protein 2/3/4 [Includes: tRNA wybutosine-synthesizing protein 3 homolog (tRNA-yW-synthesizing protein 3) (EC 2.1.1.282) (tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase); tRNA wybutosine-synthesizing protein 2 homolog (tRNA-yW-synthesizing protein 2) (EC 2.5.1.114) (tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase)]	At4g04670 T19J18.2	Arabidopsis thaliana (Mouse-ear cress)	995
O70370	O70370	CATS_MOUSE	reviewed	Cathepsin S (EC 3.4.22.27)	Ctss Cats	Mus musculus (Mouse)	340
Q7S9J4	Q7S9J4	DBP10_NEUCR	reviewed	ATP-dependent RNA helicase dbp-10 (EC 3.6.4.13)	dbp-10 NCU07712	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	934
Q69ZN6	Q69ZN6	GNPTA_MOUSE	reviewed	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein GNPTAB) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta]	Gnptab Gnpta Kiaa1208	Mus musculus (Mouse)	1235
O52402	O52402	ALF_EDWI9	reviewed	Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	fba fda NT01EI_3367	Edwardsiella ictaluri (strain 93-146)	358
Q2VLH6	Q2VLH6	C163A_MOUSE	reviewed	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	Cd163 M130	Mus musculus (Mouse)	1121
E9Q555	E9Q555	RN213_MOUSE	reviewed	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (Mysterin) (RING finger protein 213) (RING-type E3 ubiquitin transferase RNF213)	Rnf213 Mystr	Mus musculus (Mouse)	5152
Q9Y5N5	Q9Y5N5	N6MT1_HUMAN	reviewed	Methyltransferase N6AMT1 (HemK methyltransferase family member 2) (M.HsaHemK2P) (Lysine N-methyltransferase 9) (EC 2.1.1.-) (Methylarsonite methyltransferase N6AMT1) (EC 2.1.1.-) (Protein N(5)-glutamine methyltransferase) (EC 2.1.1.-)	N6AMT1 C21orf127 HEMK2 KMT9 PRED28	Homo sapiens (Human)	214
Q7K4B6	Q7K4B6	TMTC3_DROME	reviewed	Protein O-mannosyl-transferase Tmtc3 (EC 2.4.1.109) (Transmembrane and TPR repeat-containing protein 3)	Tmtc3 CG4050	Drosophila melanogaster (Fruit fly)	926
Q3B8S0	Q3B8S0	NH2L1_BOVIN	reviewed	NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein) [Cleaved into: NHP2-like protein 1, N-terminally processed]	SNU13 NHP2L1	Bos taurus (Bovine)	128
Q8MIP0	Q8MIP0	FRIH_HORSE	reviewed	Ferritin heavy chain (Ferritin H subunit) (EC 1.16.3.1) [Cleaved into: Ferritin heavy chain, N-terminally processed]	FTH1 FTH	Equus caballus (Horse)	182
P69905	P69905	HBA_HUMAN	reviewed	Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain)	HBA1; HBA2	Homo sapiens (Human)	142
Q1LUA6	Q1LUA6	TRIO_DANRE	reviewed	Triple functional domain protein (EC 2.7.11.1)	trio si:dkey-158b13.2	Danio rerio (Zebrafish) (Brachydanio rerio)	3028
F1M0Z1	F1M0Z1	TRIO_RAT	reviewed	Triple functional domain protein (EC 2.7.11.1) (PTPRF-interacting protein)	Trio	Rattus norvegicus (Rat)	3100
Q63170	Q63170	DYH7_RAT	reviewed	Dynein heavy chain 7, axonemal (Axonemal beta dynein heavy chain 7) (Axonemal dynein heavy chain b) (Ciliary dynein heavy chain 7) (Dynein-like protein 7)	Dnah7 Axob Dlp7	Rattus norvegicus (Rat)	4057
Q14204	Q14204	DYHC1_HUMAN	reviewed	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	Homo sapiens (Human)	4646
Q9LPX2	Q9LPX2	PPR39_ARATH	reviewed	Pentatricopeptide repeat-containing protein At1g12775, mitochondrial	At1g12775 F13K23.2	Arabidopsis thaliana (Mouse-ear cress)	644
P10107	P10107	ANXA1_MOUSE	reviewed	Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35)	Anxa1 Anx1 Lpc-1 Lpc1	Mus musculus (Mouse)	346
Q3L254	Q3L254	WNT7B_CHICK	reviewed	Protein Wnt-7b	WNT7B	Gallus gallus (Chicken)	349
P32866	P32866	GPRK2_DROME	reviewed	G protein-coupled receptor kinase 2 (EC 2.7.11.16)	Gprk2 Gprk-2 CG17998	Drosophila melanogaster (Fruit fly)	714
Q8ICR0	Q8ICR0	CDPK2_PLAF7	reviewed	Calcium-dependent protein kinase 2 (EC 2.7.11.1) (PfCDPK2)	CPK2 CDPK2 MAL6P1.108 PFF0520w	Plasmodium falciparum (isolate 3D7)	509
Q15399	Q15399	TLR1_HUMAN	reviewed	Toll-like receptor 1 (EC 3.2.2.6) (Toll/interleukin-1 receptor-like protein) (TIL) (CD antigen CD281)	TLR1 KIAA0012	Homo sapiens (Human)	786
Q05187	Q05187	TGMH_TACTR	reviewed	Hemocyte protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Hemocyte transglutaminase) (TGase)		Tachypleus tridentatus (Japanese horseshoe crab)	764
Q6DDH6	Q6DDH6	SP13A_XENLA	reviewed	Histone deacetylase complex subunit SAP130-A (130 kDa Sin3-associated polypeptide A) (Sin3-associated polypeptide p130 A)	sap130-a	Xenopus laevis (African clawed frog)	1008
Q9UBY0	Q9UBY0	SL9A2_HUMAN	reviewed	Sodium/hydrogen exchanger 2 (Na(+)/H(+) exchanger 2) (NHE-2) (Solute carrier family 9 member 2)	SLC9A2 NHE2	Homo sapiens (Human)	812
P11586	P11586	C1TC_HUMAN	reviewed	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Cleaved into: C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed] [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	MTHFD1 MTHFC MTHFD	Homo sapiens (Human)	935
Q5R8P0	Q5R8P0	C1TC_PONAB	reviewed	C-1-tetrahydrofolate synthase, cytoplasmic (C1-THF synthase) [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Formyltetrahydrofolate synthetase (EC 6.3.4.3)]	MTHFD1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	935
A9VHV9	A9VHV9	NADD_BACMK	reviewed	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD BcerKBAB4_4183	Bacillus mycoides (strain KBAB4) (Bacillus weihenstephanensis)	189
Q9GRW0	Q9GRW0	PPAF2_HOLDI	reviewed	Phenoloxidase-activating factor 2 (45 KDa PPAF) (Hd-45) (Prophenoloxidase-activating factor II) (Serine protease-like PPAF-2) [Cleaved into: Phenoloxidase-activating factor 2 light chain; Phenoloxidase-activating factor 2 heavy chain]	PPAF2 PPAF-II	Holotrichia diomphalia (Korean black chafer)	415
Q8SY33	Q8SY33	GAWKY_DROME	reviewed	Protein Gawky	gw GW182 CG31992	Drosophila melanogaster (Fruit fly)	1384
P24733	P24733	MYS_ARGIR	reviewed	Myosin heavy chain, striated muscle		Argopecten irradians (Bay scallop) (Aequipecten irradians)	1938
Q9VJ33	Q9VJ33	NEDD8_DROME	reviewed	NEDD8 (Neddylin) (Ubiquitin-like protein Nedd8)	Nedd8 CG10679	Drosophila melanogaster (Fruit fly)	84
B1AS42	B1AS42	NB5R5_MOUSE	reviewed	NADH-cytochrome b5 reductase-like (EC 1.6.2.2)	Cyb5rl	Mus musculus (Mouse)	316
Q14517	Q14517	FAT1_HUMAN	reviewed	Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]	FAT1 CDHF7 FAT	Homo sapiens (Human)	4588
Q2UVH8	Q2UVH8	ACRO_MELGA	reviewed	Acrosin (EC 3.4.21.10) (Proacrosin) (Proacro1) [Cleaved into: Acrosin light chain; Acrosin heavy chain]	ACR	Meleagris gallopavo (Wild turkey)	346
P82013	P82013	VDAC2_MELGA	reviewed	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (Outer mitochondrial membrane protein porin 2)	VDAC2	Meleagris gallopavo (Wild turkey)	282
Q9Y573	Q9Y573	IPP_HUMAN	reviewed	Actin-binding protein IPP (Intracisternal A particle-promoted polypeptide) (IPP) (Kelch-like protein 27)	IPP KLHL27	Homo sapiens (Human)	584
Q8CA72	Q8CA72	GAN_MOUSE	reviewed	Gigaxonin	Gan	Mus musculus (Mouse)	597
Q7ZVQ8	Q7ZVQ8	NS1BB_DANRE	reviewed	Influenza virus NS1A-binding protein homolog B (NS1-BP homolog B) (NS1-binding protein homolog B)	ivns1abpb	Danio rerio (Zebrafish) (Brachydanio rerio)	640
Q08DK3	Q08DK3	KLH20_BOVIN	reviewed	Kelch-like protein 20	KLHL20	Bos taurus (Bovine)	609
B1H285	B1H285	KBTB8_RAT	reviewed	Kelch repeat and BTB domain-containing protein 8	Kbtbd8	Rattus norvegicus (Rat)	575
O35250	O35250	EXOC7_MOUSE	reviewed	Exocyst complex component 7 (Exocyst complex component Exo70)	Exoc7 Exo70	Mus musculus (Mouse)	697
P08165	P08165	ADRO_BOVIN	reviewed	NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)	FDXR ADXR	Bos taurus (Bovine)	492
P22570	P22570	ADRO_HUMAN	reviewed	NADPH:adrenodoxin oxidoreductase, mitochondrial (AR) (Adrenodoxin reductase) (EC 1.18.1.6) (Ferredoxin--NADP(+) reductase) (Ferredoxin reductase)	FDXR ADXR	Homo sapiens (Human)	491
Q7ZXV8	Q7ZXV8	ZN207_XENLA	reviewed	BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (xBuGZ) (Zinc finger protein 207)	znf207 bugz	Xenopus laevis (African clawed frog)	452
A2VDN6	A2VDN6	SF3A1_BOVIN	reviewed	Splicing factor 3A subunit 1	SF3A1	Bos taurus (Bovine)	793
O60268	O60268	K0513_HUMAN	reviewed	Uncharacterized protein KIAA0513	KIAA0513	Homo sapiens (Human)	411
Q8CJ27	Q8CJ27	ASPM_MOUSE	reviewed	Abnormal spindle-like microcephaly-associated protein homolog (Calmodulin-binding protein Sha1) (Calmodulin-binding protein 1) (Spindle and hydroxyurea checkpoint abnormal protein)	Aspm Calmbp1 Sha1	Mus musculus (Mouse)	3122
Q5SUR0	Q5SUR0	PUR4_MOUSE	reviewed	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase)	Pfas Kiaa0361	Mus musculus (Mouse)	1337
Q06732	Q06732	ZN33B_HUMAN	reviewed	Zinc finger protein 33B (Zinc finger protein 11B) (Zinc finger protein KOX2)	ZNF33B KOX2 ZNF11B	Homo sapiens (Human)	778
Q58EX7	Q58EX7	PKHG4_HUMAN	reviewed	Puratrophin-1 (Pleckstrin homology domain-containing family G member 4) (PH domain-containing family G member 4) (Purkinje cell atrophy-associated protein 1)	PLEKHG4 PRTPHN1	Homo sapiens (Human)	1191
P28063	P28063	PSB8_MOUSE	reviewed	Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i)	Psmb8 Lmp7 Mc13	Mus musculus (Mouse)	276
O60494	O60494	CUBN_HUMAN	reviewed	Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor)	CUBN IFCR	Homo sapiens (Human)	3623
Q6AYU1	Q6AYU1	MO4L1_RAT	reviewed	Mortality factor 4-like protein 1 (MORF-related gene 15 protein) (Transcription factor-like protein MRG15)	Morf4l1	Rattus norvegicus (Rat)	323
Q9VR99	Q9VR99	CATIN_DROME	reviewed	Cactin (Cactus-interacting protein)	cactin CG1676	Drosophila melanogaster (Fruit fly)	720
O01802	O01802	RL7_CAEEL	reviewed	60S ribosomal protein L7	rpl-7 F53G12.10	Caenorhabditis elegans	244
A1WX30	A1WX30	DNAJ_HALHL	reviewed	Chaperone protein DnaJ	dnaJ Hhal_1475	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	385
Q96C34	Q96C34	RUND1_HUMAN	reviewed	RUN domain-containing protein 1	RUNDC1 LP5161	Homo sapiens (Human)	613
Q3T073	Q3T073	SERP2_BOVIN	reviewed	Stress-associated endoplasmic reticulum protein 2 (Ribosome-associated membrane protein RAMP4-2)	SERP2	Bos taurus (Bovine)	65
Q34345	Q34345	COX1_DROMA	reviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	mt:CoI CoI	Drosophila mauritiana (Fruit fly)	511
P09210	P09210	GSTA2_HUMAN	reviewed	Glutathione S-transferase A2 (EC 2.5.1.18) (GST HA subunit 2) (GST class-alpha member 2) (GST-gamma) (GSTA2-2) (GTH2)	GSTA2 GST2	Homo sapiens (Human)	222
P83088	P83088	FUCTC_DROME	reviewed	Alpha-(1,3)-fucosyltransferase C (EC 2.4.1.-) (Galactoside 3-L-fucosyltransferase)	FucTC CG40305	Drosophila melanogaster (Fruit fly)	425
Q0V8R6	Q0V8R6	HEXA_BOVIN	reviewed	Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha)	HEXA	Bos taurus (Bovine)	529
Q58771	Q58771	RLME_METJA	reviewed	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (rRNA (uridine-2'-O-)-methyltransferase)	rlmE rrmJ MJ1376	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	245
P18735	P18735	ZG7_XENLA	reviewed	Gastrula zinc finger protein XlCGF7.1 (Fragment)		Xenopus laevis (African clawed frog)	168
