Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs	Cross-reference (UniPathway)	Cross-reference (InterPro)	Cross-reference (PANTHER)
Q95TJ9	CYCG_DROME	reviewed	Cyclin G	CycG CG11525	Drosophila melanogaster (Fruit fly)	566	cell division [GO:0051301]; double-strand break repair [GO:0006302]; epithelium development [GO:0060429]; female meiotic nuclear division [GO:0007143]; meiotic DNA repair synthesis [GO:0000711]; mitotic cell cycle phase transition [GO:0044772]; multicellular organism development [GO:0007275]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of Notch signaling pathway [GO:0045746]; positive regulation of growth [GO:0045927]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of protein kinase B signaling [GO:0051897]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; DNA binding [GO:0003677]; protein phosphatase inhibitor activity [GO:0004864]; cell division [GO:0051301]; double-strand break repair [GO:0006302]; epithelium development [GO:0060429]; female meiotic nuclear division [GO:0007143]; meiotic DNA repair synthesis [GO:0000711]; mitotic cell cycle phase transition [GO:0044772]; multicellular organism development [GO:0007275]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of Notch signaling pathway [GO:0045746]; positive regulation of growth [GO:0045927]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of protein kinase B signaling [GO:0051897]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; DNA binding [GO:0003677]; protein phosphatase inhibitor activity [GO:0004864]	GO:0000079; GO:0000307; GO:0000711; GO:0003677; GO:0004864; GO:0005634; GO:0005700; GO:0005737; GO:0006302; GO:0007143; GO:0007275; GO:0016538; GO:0044772; GO:0045746; GO:0045927; GO:0046628; GO:0051301; GO:0051897; GO:0060429; GO:2000134		IPR028895;IPR039361;IPR013763;IPR036915;IPR006671;	PTHR10177;PTHR10177:SF60;
Q8VHG2	AMOT_MOUSE	reviewed	Angiomotin	Amot Kiaa1071	Mus musculus (Mouse)	1126	actin cytoskeleton organization [GO:0030036]; angiogenesis [GO:0001525]; blood vessel endothelial cell migration [GO:0043534]; blood vessel morphogenesis [GO:0048514]; cell migration involved in gastrulation [GO:0042074]; cellular protein localization [GO:0034613]; chemotaxis [GO:0006935]; establishment of cell polarity involved in ameboidal cell migration [GO:0003365]; gastrulation with mouth forming second [GO:0001702]; hippo signaling [GO:0035329]; in utero embryonic development [GO:0001701]; negative regulation of angiogenesis [GO:0016525]; negative regulation of GTPase activity [GO:0034260]; negative regulation of vascular permeability [GO:0043116]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of embryonic development [GO:0040019]; regulation of cell migration [GO:0030334]; regulation of small GTPase mediated signal transduction [GO:0051056]; vasculogenesis [GO:0001570]	actin filament [GO:0005884]; bicellular tight junction [GO:0005923]; cell junction [GO:0030054]; cell surface [GO:0009986]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; endocytic vesicle [GO:0030139]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; stress fiber [GO:0001725]	actin filament [GO:0005884]; bicellular tight junction [GO:0005923]; cell junction [GO:0030054]; cell surface [GO:0009986]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; endocytic vesicle [GO:0030139]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; stress fiber [GO:0001725]; angiostatin binding [GO:0043532]; signaling receptor activity [GO:0038023]; actin cytoskeleton organization [GO:0030036]; angiogenesis [GO:0001525]; blood vessel endothelial cell migration [GO:0043534]; blood vessel morphogenesis [GO:0048514]; cell migration involved in gastrulation [GO:0042074]; cellular protein localization [GO:0034613]; chemotaxis [GO:0006935]; establishment of cell polarity involved in ameboidal cell migration [GO:0003365]; gastrulation with mouth forming second [GO:0001702]; hippo signaling [GO:0035329]; in utero embryonic development [GO:0001701]; negative regulation of angiogenesis [GO:0016525]; negative regulation of GTPase activity [GO:0034260]; negative regulation of vascular permeability [GO:0043116]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of embryonic development [GO:0040019]; regulation of cell migration [GO:0030334]; regulation of small GTPase mediated signal transduction [GO:0051056]; vasculogenesis [GO:0001570]	angiostatin binding [GO:0043532]; signaling receptor activity [GO:0038023]	GO:0001525; GO:0001570; GO:0001701; GO:0001702; GO:0001725; GO:0001726; GO:0003365; GO:0005654; GO:0005737; GO:0005884; GO:0005886; GO:0005923; GO:0006935; GO:0008180; GO:0009897; GO:0009986; GO:0016021; GO:0016525; GO:0030027; GO:0030036; GO:0030054; GO:0030139; GO:0030334; GO:0031410; GO:0034260; GO:0034613; GO:0035329; GO:0038023; GO:0040019; GO:0042074; GO:0043116; GO:0043532; GO:0043534; GO:0043536; GO:0048514; GO:0051056		IPR009114;IPR024646;	
P17861	XBP1_HUMAN	reviewed	X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	XBP1 TREB5 XBP2	Homo sapiens (Human)	261	adipose tissue development [GO:0060612]; angiogenesis [GO:0001525]; ATF6-mediated unfolded protein response [GO:0036500]; autophagy [GO:0006914]; cellular response to amino acid stimulus [GO:0071230]; cellular response to fluid shear stress [GO:0071498]; cellular response to fructose stimulus [GO:0071332]; cellular response to glucose starvation [GO:0042149]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; cellular response to interleukin-4 [GO:0071353]; cellular response to laminar fluid shear stress [GO:0071499]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to nutrient [GO:0031670]; cellular response to oxidative stress [GO:0034599]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cellular triglyceride homeostasis [GO:0035356]; cholesterol homeostasis [GO:0042632]; endoplasmic reticulum unfolded protein response [GO:0030968]; endothelial cell proliferation [GO:0001935]; epithelial cell maturation involved in salivary gland development [GO:0060691]; exocrine pancreas development [GO:0031017]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; immune response [GO:0006955]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; liver development [GO:0001889]; muscle organ development [GO:0007517]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of myotube differentiation [GO:0010832]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; neuron development [GO:0048666]; organelle organization [GO:0006996]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of ER-associated ubiquitin-dependent protein catabolic process [GO:1903071]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of histone methylation [GO:0031062]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of immunoglobulin secretion [GO:0051024]; positive regulation of interleukin-6 secretion [GO:2000778]; positive regulation of lactation [GO:1903489]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of phospholipid biosynthetic process [GO:0071073]; positive regulation of plasma cell differentiation [GO:1900100]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response [GO:0006990]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular smooth muscle cell proliferation [GO:1904707]; positive regulation of vascular wound healing [GO:0035470]; protein destabilization [GO:0031648]; protein transport [GO:0015031]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976]; response to insulin-like growth factor stimulus [GO:1990418]; sterol homeostasis [GO:0055092]; transcription by RNA polymerase II [GO:0006366]; ubiquitin-dependent protein catabolic process [GO:0006511]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin DNA binding [GO:0031490]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; estrogen receptor binding [GO:0030331]; protease binding [GO:0002020]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; ubiquitin protein ligase binding [GO:0031625]; adipose tissue development [GO:0060612]; angiogenesis [GO:0001525]; ATF6-mediated unfolded protein response [GO:0036500]; autophagy [GO:0006914]; cellular response to amino acid stimulus [GO:0071230]; cellular response to fluid shear stress [GO:0071498]; cellular response to fructose stimulus [GO:0071332]; cellular response to glucose starvation [GO:0042149]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; cellular response to interleukin-4 [GO:0071353]; cellular response to laminar fluid shear stress [GO:0071499]; cellular response to leukemia inhibitory factor [GO:1990830]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to nutrient [GO:0031670]; cellular response to oxidative stress [GO:0034599]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cellular triglyceride homeostasis [GO:0035356]; cholesterol homeostasis [GO:0042632]; endoplasmic reticulum unfolded protein response [GO:0030968]; endothelial cell proliferation [GO:0001935]; epithelial cell maturation involved in salivary gland development [GO:0060691]; exocrine pancreas development [GO:0031017]; fatty acid biosynthetic process [GO:0006633]; fatty acid homeostasis [GO:0055089]; immune response [GO:0006955]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; liver development [GO:0001889]; muscle organ development [GO:0007517]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of endoplasmic reticulum unfolded protein response [GO:1900102]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of myotube differentiation [GO:0010832]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; neuron development [GO:0048666]; organelle organization [GO:0006996]; phosphatidylinositol 3-kinase signaling [GO:0014065]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of ER-associated ubiquitin-dependent protein catabolic process [GO:1903071]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of histone methylation [GO:0031062]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of immunoglobulin secretion [GO:0051024]; positive regulation of interleukin-6 secretion [GO:2000778]; positive regulation of lactation [GO:1903489]; positive regulation of MHC class II biosynthetic process [GO:0045348]; positive regulation of phospholipid biosynthetic process [GO:0071073]; positive regulation of plasma cell differentiation [GO:1900100]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein import into nucleus [GO:0042307]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of T cell differentiation [GO:0045582]; positive regulation of TOR signaling [GO:0032008]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress [GO:1990440]; positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response [GO:0006990]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular smooth muscle cell proliferation [GO:1904707]; positive regulation of vascular wound healing [GO:0035470]; protein destabilization [GO:0031648]; protein transport [GO:0015031]; regulation of autophagy [GO:0010506]; regulation of cell growth [GO:0001558]; regulation of protein stability [GO:0031647]; response to endoplasmic reticulum stress [GO:0034976]; response to insulin-like growth factor stimulus [GO:1990418]; sterol homeostasis [GO:0055092]; transcription by RNA polymerase II [GO:0006366]; ubiquitin-dependent protein catabolic process [GO:0006511]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	chromatin DNA binding [GO:0031490]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; estrogen receptor binding [GO:0030331]; protease binding [GO:0002020]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; ubiquitin protein ligase binding [GO:0031625]	GO:0000122; GO:0000976; GO:0000977; GO:0000978; GO:0000981; GO:0000987; GO:0001525; GO:0001558; GO:0001889; GO:0001934; GO:0001935; GO:0002020; GO:0002639; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005829; GO:0006366; GO:0006511; GO:0006633; GO:0006914; GO:0006955; GO:0006990; GO:0006996; GO:0007517; GO:0008284; GO:0010506; GO:0010508; GO:0010832; GO:0014065; GO:0015031; GO:0019901; GO:0030176; GO:0030331; GO:0030335; GO:0030512; GO:0030968; GO:0031017; GO:0031062; GO:0031490; GO:0031625; GO:0031647; GO:0031648; GO:0031670; GO:0032008; GO:0032869; GO:0034599; GO:0034976; GO:0035356; GO:0035470; GO:0035924; GO:0036498; GO:0036500; GO:0042149; GO:0042307; GO:0042632; GO:0042803; GO:0043066; GO:0045348; GO:0045579; GO:0045582; GO:0045600; GO:0045766; GO:0045944; GO:0046982; GO:0048010; GO:0048666; GO:0051024; GO:0051897; GO:0055089; GO:0055092; GO:0060394; GO:0060612; GO:0060691; GO:0070059; GO:0070373; GO:0071073; GO:0071222; GO:0071230; GO:0071332; GO:0071333; GO:0071353; GO:0071375; GO:0071498; GO:0071499; GO:1900100; GO:1900102; GO:1900103; GO:1901985; GO:1902236; GO:1903071; GO:1903489; GO:1904707; GO:1904754; GO:1990418; GO:1990440; GO:1990830; GO:2000347; GO:2000353; GO:2000778		IPR004827;	
Q9Z2J0	S23A1_MOUSE	reviewed	Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1) (Yolk sac permease-like molecule 3)	Slc23a1 Svct1 Yspl3	Mus musculus (Mouse)	605	brain development [GO:0007420]; dehydroascorbic acid transport [GO:0070837]; L-ascorbic acid transmembrane transport [GO:0015882]; lung development [GO:0030324]; response to toxic substance [GO:0009636]; sodium ion transport [GO:0006814]; transepithelial L-ascorbic acid transport [GO:0070904]	apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; brush border [GO:0005903]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intracellular organelle [GO:0043229]; plasma membrane [GO:0005886]	apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; brush border [GO:0005903]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intracellular organelle [GO:0043229]; plasma membrane [GO:0005886]; dehydroascorbic acid transmembrane transporter activity [GO:0033300]; L-ascorbate:sodium symporter activity [GO:0008520]; L-ascorbic acid transmembrane transporter activity [GO:0015229]; sodium ion transmembrane transporter activity [GO:0015081]; sodium-dependent L-ascorbate transmembrane transporter activity [GO:0070890]; brain development [GO:0007420]; dehydroascorbic acid transport [GO:0070837]; L-ascorbic acid transmembrane transport [GO:0015882]; lung development [GO:0030324]; response to toxic substance [GO:0009636]; sodium ion transport [GO:0006814]; transepithelial L-ascorbic acid transport [GO:0070904]	dehydroascorbic acid transmembrane transporter activity [GO:0033300]; L-ascorbate:sodium symporter activity [GO:0008520]; L-ascorbic acid transmembrane transporter activity [GO:0015229]; sodium-dependent L-ascorbate transmembrane transporter activity [GO:0070890]; sodium ion transmembrane transporter activity [GO:0015081]	GO:0005737; GO:0005886; GO:0005903; GO:0006814; GO:0007420; GO:0008520; GO:0009636; GO:0009925; GO:0015081; GO:0015229; GO:0015882; GO:0016021; GO:0016324; GO:0030324; GO:0033300; GO:0043229; GO:0070837; GO:0070890; GO:0070904		IPR029954;IPR006043;	PTHR11119:SF21;
Q5VT52	RPRD2_HUMAN	reviewed	Regulation of nuclear pre-mRNA domain-containing protein 2	RPRD2 KIAA0460 HSPC099	Homo sapiens (Human)	1461	mRNA 3'-end processing [GO:0031124]; snRNA transcription by RNA polymerase II [GO:0042795]	nucleoplasm [GO:0005654]; RNA polymerase II, holoenzyme [GO:0016591]	nucleoplasm [GO:0005654]; RNA polymerase II, holoenzyme [GO:0016591]; RNA polymerase II complex binding [GO:0000993]; mRNA 3'-end processing [GO:0031124]; snRNA transcription by RNA polymerase II [GO:0042795]	RNA polymerase II complex binding [GO:0000993]	GO:0000993; GO:0005654; GO:0016591; GO:0031124; GO:0042795		IPR006569;IPR032337;IPR008942;IPR006903;	
P54385	DHE3_DROME	reviewed	Glutamate dehydrogenase, mitochondrial (GDH) (EC 1.4.1.3)	Gdh Glud CG5320	Drosophila melanogaster (Fruit fly)	562	glutamate catabolic process [GO:0006538]; glutamate catabolic process to 2-oxoglutarate [GO:0019551]; glutamate metabolic process [GO:0006536]; NADH oxidation [GO:0006116]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glutamate dehydrogenase (NAD+) activity [GO:0004352]; glutamate dehydrogenase [NAD(P)+] activity [GO:0004353]; GTP binding [GO:0005525]; identical protein binding [GO:0042802]; glutamate catabolic process [GO:0006538]; glutamate catabolic process to 2-oxoglutarate [GO:0019551]; glutamate metabolic process [GO:0006536]; NADH oxidation [GO:0006116]	ATP binding [GO:0005524]; glutamate dehydrogenase (NAD+) activity [GO:0004352]; glutamate dehydrogenase [NAD(P)+] activity [GO:0004353]; GTP binding [GO:0005525]; identical protein binding [GO:0042802]	GO:0004352; GO:0004353; GO:0005524; GO:0005525; GO:0005737; GO:0005739; GO:0005759; GO:0005829; GO:0006116; GO:0006536; GO:0006538; GO:0019551; GO:0042802		IPR006095;IPR033524;IPR006096;IPR006097;IPR036291;IPR033922;	
O75914	PAK3_HUMAN	reviewed	Serine/threonine-protein kinase PAK 3 (EC 2.7.11.1) (Beta-PAK) (Oligophrenin-3) (p21-activated kinase 3) (PAK-3)	PAK3 OPHN3	Homo sapiens (Human)	559	activation of protein kinase activity [GO:0032147]; axonogenesis [GO:0007409]; cellular response to organic cyclic compound [GO:0071407]; dendrite development [GO:0016358]; dendritic spine morphogenesis [GO:0060997]; ephrin receptor signaling pathway [GO:0048013]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of DNA biosynthetic process [GO:2000573]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of neuron apoptotic process [GO:0043525]; regulation of actin filament polymerization [GO:0030833]; regulation of axonogenesis [GO:0050770]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress-activated protein kinase signaling cascade [GO:0031098]; synapse organization [GO:0050808]; T cell costimulation [GO:0031295]; T cell receptor signaling pathway [GO:0050852]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho GTPase binding [GO:0017048]; SH3 domain binding [GO:0017124]; activation of protein kinase activity [GO:0032147]; axonogenesis [GO:0007409]; cellular response to organic cyclic compound [GO:0071407]; dendrite development [GO:0016358]; dendritic spine morphogenesis [GO:0060997]; ephrin receptor signaling pathway [GO:0048013]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of DNA biosynthetic process [GO:2000573]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of neuron apoptotic process [GO:0043525]; regulation of actin filament polymerization [GO:0030833]; regulation of axonogenesis [GO:0050770]; regulation of mitotic cell cycle [GO:0007346]; signal transduction by protein phosphorylation [GO:0023014]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; stress-activated protein kinase signaling cascade [GO:0031098]; synapse organization [GO:0050808]; T cell costimulation [GO:0031295]; T cell receptor signaling pathway [GO:0050852]	ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; metal ion binding [GO:0046872]; protein serine/threonine kinase activity [GO:0004674]; Rho GTPase binding [GO:0017048]; SH3 domain binding [GO:0017124]	GO:0002223; GO:0004674; GO:0004708; GO:0005524; GO:0005737; GO:0005768; GO:0005829; GO:0005886; GO:0007346; GO:0007409; GO:0010763; GO:0014069; GO:0016358; GO:0017048; GO:0017124; GO:0023014; GO:0030833; GO:0031098; GO:0031295; GO:0032147; GO:0043525; GO:0046872; GO:0048013; GO:0050770; GO:0050808; GO:0050852; GO:0060997; GO:0061003; GO:0071407; GO:0098978; GO:2000573		IPR000095;IPR036936;IPR011009;IPR033923;IPR000719;IPR017441;IPR008271;IPR035063;	
Q8VC12	HUTU_MOUSE	reviewed	Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase)	Uroc1	Mus musculus (Mouse)	676	histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	cytosol [GO:0005829]	cytosol [GO:0005829]; urocanate hydratase activity [GO:0016153]; histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]	urocanate hydratase activity [GO:0016153]	GO:0005829; GO:0006548; GO:0016153; GO:0019556; GO:0019557	UPA00379;UER00550	IPR023637;IPR035401;IPR038364;IPR023636;IPR035400;IPR035085;IPR036190;	PTHR12216;
O95319	CELF2_HUMAN	reviewed	CUGBP Elav-like family member 2 (CELF-2) (Bruno-like protein 3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) (CUG-BP- and ETR-3-like factor 2) (ELAV-type RNA-binding protein 3) (ETR-3) (Neuroblastoma apoptosis-related RNA-binding protein) (hNAPOR) (RNA-binding protein BRUNOL-3)	CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR	Homo sapiens (Human)	508	mRNA splice site selection [GO:0006376]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of heart contraction [GO:0008016]; RNA processing [GO:0006396]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723]; mRNA splice site selection [GO:0006376]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of heart contraction [GO:0008016]; RNA processing [GO:0006396]	mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723]	GO:0000381; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0006376; GO:0006396; GO:0008016; GO:0036002; GO:1990904		IPR034196;IPR034198;IPR034199;IPR002343;IPR012677;IPR035979;IPR000504;	
A6QL88	SAC1_BOVIN	reviewed	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Suppressor of actin mutations 1-like protein)	SACM1L SAC1	Bos taurus (Bovine)	587	phosphatidylinositol dephosphorylation [GO:0046856]	AMPA glutamate receptor complex [GO:0032281]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]	AMPA glutamate receptor complex [GO:0032281]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-plasma membrane contact site [GO:0140268]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; phosphatase activity [GO:0016791]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; phosphatidylinositol-4-phosphate phosphatase activity [GO:0043812]; phosphatidylinositol dephosphorylation [GO:0046856]	phosphatase activity [GO:0016791]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; phosphatidylinositol-4-phosphate phosphatase activity [GO:0043812]	GO:0000139; GO:0004438; GO:0005783; GO:0005789; GO:0005794; GO:0016791; GO:0032281; GO:0043812; GO:0046856; GO:0140268		IPR002013;	
